name,ra,dec,petro_theta,class,new_class
J125441.21+492219.6.jpg,193.67171866996136,49.37214531276719,11.992848,2,2
J032730.80-010739.8.jpg,51.878400055939075,-1.1277830446456083,12.483024,3,2
J112301.31+470308.7.jpg,170.7555242755754,47.052420043959074,10.0433035,3,2
J121017.60-003102.0.jpg,182.57451188639732,-0.5179120585381838,16.52349,1,2
J150529.54+395640.1.jpg,226.3731166949408,39.9444865112664,16.361338,3,2
J155154.75+354646.3.jpg,237.97814338118545,35.779537188611506,9.376751,2,2
J083714.69+044146.0.jpg,129.31211748511458,4.695876063119348,17.29755,1,2
J154756.23+445745.7.jpg,236.9843337666191,44.962707108785246,10.039089,1,2
J102700.88+104313.2.jpg,156.75367982948822,10.720354630680696,10.158915,3,2
J110719.80+025317.9.jpg,166.8331946948125,2.88765444197434,6.844761,1,2
J092115.30+030858.9.jpg,140.31445086788472,3.151107957458083,23.696201,3,2
J163813.71+261654.3.jpg,249.55716424778146,26.281780724943662,25.67282,3,2
J111839.63+551040.3.jpg,169.66517205357945,55.17789589856683,11.588048,3,2
J111725.30+025810.9.jpg,169.3554290754637,2.9697259622895444,11.133017,3,2
J155730.75+481622.3.jpg,239.37817046414443,48.272864863331044,8.804680000000003,2,2
J165456.48+234400.9.jpg,253.73536801992358,23.73359639624781,6.538460700000001,1,2
J172103.82+630432.8.jpg,260.2659030487038,63.07576015831521,8.458944,1,2
J142259.35+370824.3.jpg,215.74729111839557,37.140076544450295,8.560646,2,2
J141129.10+550718.6.jpg,212.87129247409425,55.121848557488526,14.320828,3,2
J165320.80+220032.8.jpg,253.33671138697048,22.009129109072518,7.331325,3,2
J012516.38-085225.2.jpg,21.31830277201007,-8.87365024802815,9.59387,1,2
J092941.17+021220.0.jpg,142.4215567766434,2.2055761738616706,5.8759427,1,2
J085828.59+000124.5.jpg,134.61916410727994,0.023460198807869027,16.242235,1,2
J210333.05-071331.1.jpg,315.8877420462115,-7.225296578093611,8.891541,3,2
J211927.35-002630.4.jpg,319.8639798806212,-0.4417859892915917,8.751869000000001,3,2
J085135.80+393523.1.jpg,132.89920028982183,39.58975251704671,5.2029705,3,2
J113517.70+505601.5.jpg,173.82380524067776,50.933739931852976,13.447121,2,2
J013244.86-102250.4.jpg,23.186962882178715,-10.380694494166738,8.08041,1,2
J104013.71+391402.7.jpg,160.0571406603097,39.23409964617873,9.64893,1,2
J154340.91+393225.2.jpg,235.9204881396619,39.54035711576736,13.925215,3,2
J110858.24+512348.2.jpg,167.24270079670868,51.396803072627534,7.999001,1,2
J101335.72+075039.8.jpg,153.3988836881768,7.84439105111301,10.8189745,2,2
J212342.06+005418.4.jpg,320.92528678270236,0.9051323703820398,12.554666,2,2
J095236.50+521327.0.jpg,148.15371607105845,52.2217483825795,8.654810000000001,2,2
J112344.57+030018.7.jpg,170.93576037821018,3.0052368630222155,10.981441,3,2
J170654.71+301611.1.jpg,256.72797544905296,30.26976095953496,20.893013,3,2
J111256.57+554100.2.jpg,168.2357600897744,55.68343801291218,12.200521,3,2
J152512.43-014840.1.jpg,231.30179124586803,-1.8111286763535601,26.09497,2,2
J031303.11+002121.2.jpg,48.26295602484745,0.35591913570751826,13.679976000000002,3,2
J075820.45+250857.1.jpg,119.585263886979,25.14922284842376,38.479004,3,2
J212811.68+000358.6.jpg,322.0486989799586,0.06627550011172903,10.574132,2,2
J001320.05-104813.8.jpg,3.333569901689183,-10.803855188885349,10.453795,2,2
J131525.90-024027.9.jpg,198.8604832342288,-2.675696584703517,17.1007,2,2
J132942.81+475305.0.jpg,202.42837860800626,47.88472675125504,8.507491,1,2
J104612.20+605446.6.jpg,161.55092423045392,60.91294953905119,10.981441,3,2
J115341.77+461242.2.jpg,178.42406542747375,46.211722484545106,14.736517999999998,1,2
J122524.80+483840.7.jpg,186.35344648543457,48.64456332342561,13.601913,3,2
J103035.98+074241.7.jpg,157.64997186146584,7.7115901994396605,10.513791,3,2
J125903.63+555757.1.jpg,194.76514930382493,55.965874969427176,16.61832,3,2
J034647.77-011355.2.jpg,56.69906175046193,-1.2320370588228335,13.067802,2,2
J130604.79+553921.0.jpg,196.51851730266253,55.6560744193344,33.891205,2,2
J123232.50+482819.9.jpg,188.1354211473149,48.4722036138562,11.069488,1,2
J033331.52+004157.4.jpg,53.38142191614328,0.6992605583884859,15.573474,3,2
J074655.25+182856.5.jpg,116.73020277718815,18.48237551703755,14.485678,3,2
J023107.02-010618.6.jpg,37.77925881504897,-1.1051832583624714,12.411791,2,2
J115607.19+552326.7.jpg,179.0300141195939,55.390771754701824,30.13395,3,2
J130434.73+565907.0.jpg,196.14475612726744,56.9853020326635,7.3734,3,2
J220630.84-072938.4.jpg,331.62854192647,-7.494043365366495,11.76132,1,2
J160614.86+493230.3.jpg,241.56191485667114,49.541731723457616,13.070651,3,2
J124719.30+002417.3.jpg,191.83045042638759,0.4048131351286575,23.25579500000001,1,2
J165334.72+195528.0.jpg,253.39473198507253,19.92447224936568,16.429203,3,2
J220038.55+112227.6.jpg,330.1606743760388,11.374348371807265,8.126783999999999,3,2
J120351.08-034234.5.jpg,180.962862431864,-3.7095956418753264,6.728252,1,2
J123543.74+431719.9.jpg,188.9322915093179,43.28888278824686,12.919089,3,2
J025024.45+010450.8.jpg,42.60189258078431,1.0807875557549438,9.060253,3,2
J162639.84+402841.1.jpg,246.66658350701493,40.4815936215839,1.0207227,3,2
J230933.56+150159.0.jpg,347.3898728218859,15.03306086306624,19.932055,2,2
J002837.99-101138.7.jpg,7.158331295023771,-10.19411703327597,13.916864000000002,2,2
J134431.98+401424.0.jpg,206.13326403122227,40.24000427357402,11.00632,3,2
J101143.53+371307.4.jpg,152.93141779415018,37.218720121423175,12.66324,3,2
J091828.42+062003.6.jpg,139.6184726839623,6.334346485118368,11.856368,1,2
J172652.69+594337.5.jpg,261.71956223770974,59.72707883600889,21.499472,2,2
J150636.07+394109.0.jpg,226.6503256230587,39.68583842777837,11.26117,3,2
J162920.74+394913.5.jpg,247.33642288804367,39.820395947533385,7.083867,1,2
J085746.40+043639.1.jpg,134.44337466794016,4.610867593795172,10.981441,2,2
J020838.88+000742.5.jpg,32.162054480092486,0.1284918583171065,13.758488,3,2
J112532.08+511049.5.jpg,171.38369939632778,51.18040881078742,7.897542999999999,3,2
J015038.48-084549.1.jpg,27.66036492498148,-8.76362978313318,14.821093,3,2
J122414.94+461806.4.jpg,186.0622468102807,46.3017637995851,9.270042,1,2
J115353.44+552126.5.jpg,178.47271769781125,55.357400932875464,14.077064000000002,3,2
J120120.28+023125.9.jpg,180.3345185978835,2.523844135438288,8.507491,1,2
J023849.46-083312.8.jpg,39.70610693328847,-8.553577477717944,20.30366,3,2
J161154.20+301959.9.jpg,242.97506625379168,30.33278322196145,17.1007,3,2
J221527.93+135114.2.jpg,333.86641944928465,13.853976905937305,12.464323,1,2
J224229.90-002334.4.jpg,340.62459181700973,-0.3929150236087072,13.370387,3,2
J161230.14+485900.7.jpg,243.12557738170403,48.983532060736884,10.039089,1,2
J131320.98+060340.6.jpg,198.33743370523982,6.061295971058373,26.966904,3,2
J005640.40-002311.6.jpg,14.168362982362128,-0.3865816888852793,10.394143,3,2
J115550.38+440807.0.jpg,178.95995558291287,44.135267478049116,14.239107999999998,2,2
J092513.23+392950.0.jpg,141.30513771619,39.4972550241022,14.5257435,3,2
J205440.94-004600.7.jpg,313.67060210881044,-0.7668839579762521,16.242235,1,2
J080024.04+304038.0.jpg,120.10018553818732,30.677249227622447,8.08041,3,2
J111438.37+632154.2.jpg,168.65991451813915,63.36504602581566,18.282845,3,2
J102303.77+105445.5.jpg,155.76573837897044,10.912692380107092,6.3177648,1,2
J021752.45-094754.1.jpg,34.46856977422603,-9.79835085121378,15.426864000000002,3,2
J155012.01+355836.8.jpg,237.5500829322747,35.976899426944094,11.57657,3,2
J092401.60+445715.9.jpg,141.00668873981056,44.95441714146983,12.772066,3,2
J143523.68+015148.4.jpg,218.8487193029787,1.863467233979455,13.370387,3,2
J130104.07+003424.3.jpg,195.2670229866867,0.5734449008663297,13.601913,1,2
J033016.69+003644.9.jpg,52.56965174671977,0.6125326339217066,6.0486264,2,2
J103334.20+074821.9.jpg,158.39346157058984,7.806511125588143,18.84798,3,2
J021008.18+143636.3.jpg,32.53412799934995,14.610096205000394,11.588048,1,2
J115948.64+102159.4.jpg,179.95270298970618,10.366521070969725,11.992848,1,2
J091835.22+335204.6.jpg,139.64676075830823,33.86800227353574,14.736517999999998,1,2
J155024.17+003409.0.jpg,237.60070604950872,0.5691740143009976,15.07774,1,2
J103249.82+431026.2.jpg,158.20763200355958,43.173946798362635,13.070651,3,2
J093813.89+482317.9.jpg,144.55795640163836,48.388301767240144,12.130901,3,2
J020119.19+142608.0.jpg,30.33000626699192,14.435573385921915,9.872351,1,2
J100303.39+453552.7.jpg,150.7641095713409,45.5979809188154,19.284403,3,2
J144327.04+411014.9.jpg,220.86268919152297,41.170820049930015,6.8840445999999975,3,2
J171447.55+613806.7.jpg,258.6981621445119,61.63518617472489,13.765823,2,2
J095942.19+095708.9.jpg,149.92744643327532,9.952239909312068,18.95615,3,2
J115236.36+524619.1.jpg,178.15152534176983,52.771974030998706,13.1428,3,2
J113243.30-012558.8.jpg,173.18031349369338,-1.4330069745633576,15.007573999999998,1,2
J225853.33+144226.3.jpg,344.72225673448037,14.707348883002052,11.334743,3,2
J132654.22+113341.8.jpg,201.72593783663257,11.56161794500762,23.5445,3,2
J124159.18+442355.6.jpg,190.4966045119731,44.398800733733,6.3177648,1,2
J115214.38+602040.9.jpg,178.0600111557191,60.3446925112155,9.760001,2,2
J094829.04+344902.5.jpg,147.12103523592543,34.81734622400561,12.919089,3,2
J132630.20+594311.0.jpg,201.62805374682563,59.72049514581804,14.736517999999998,1,2
J005008.65-100615.7.jpg,12.536078493193235,-10.104401534484447,6.2458673,3,2
J215556.94-065338.0.jpg,328.9872892531798,-6.893838329977857,15.426864000000002,3,2
J084803.31+373945.9.jpg,132.0138311559929,37.66274543221597,12.596584,3,2
J100920.10+104635.8.jpg,152.33381293570287,10.776646315707922,16.713696,3,2
J091820.77+405954.6.jpg,139.58656483182102,40.998484568369754,11.456174,2,2
J104908.91+405851.0.jpg,162.28713635061123,40.980863416071294,14.485678,2,2
J111558.47+470348.4.jpg,168.99370392622689,47.06345678403637,9.816015,2,2
J074709.23+302919.6.jpg,116.78845619485449,30.48880998686431,13.851007,1,2
J111026.21+582407.4.jpg,167.60927302242013,58.40209227606478,15.874659,2,2
J080115.64+325056.0.jpg,120.3151610649112,32.848909511238595,17.396822,3,2
J232713.51+152831.0.jpg,351.80631079534203,15.475298581658654,13.447121,2,2
J164243.49+202147.6.jpg,250.68114339551937,20.363226573353387,8.666922999999999,1,2
J114103.60+014331.7.jpg,175.26504503689694,1.7254962652200814,8.3626795,1,2
J150719.25+392645.8.jpg,226.83025667905886,39.44606538398791,10.695853,3,2
J090651.38+373834.3.jpg,136.71409579705391,37.6428874448171,9.701996,2,2
J163747.18+360653.9.jpg,249.4465964114574,36.114967610644214,21.499472,2,2
J135704.72+461551.0.jpg,209.2696797631113,46.264190736042366,17.198843,3,2
J164634.83+430107.4.jpg,251.64512201184613,43.01869943389463,14.991701,3,2
J123151.90+522356.9.jpg,187.96597957125408,52.400211666391385,19.687643,1,2
J132007.68+013301.2.jpg,200.03201012547058,1.5503642057291187,8.654810000000001,2,2
J124121.99+614245.0.jpg,190.34353016673703,61.71168329408586,12.699185,3,2
J141618.58+361252.2.jpg,214.0774488365287,36.21450476646278,19.958057,3,2
J110108.57+121959.4.jpg,165.2857242720668,12.333180389118604,14.821093,3,2
J163557.70+314855.9.jpg,248.9915748628516,31.816727160463103,11.654552,3,2
J112230.53+041443.2.jpg,170.6266925821265,4.245859219526352,8.8288145,3,2
J162551.50+435747.5.jpg,246.46458622325284,43.96321721889901,15.338832,1,2
J032437.31-002638.4.jpg,51.15551833638544,-0.4440175576793241,11.456174,3,2
J153810.04+573613.1.jpg,234.5418439827113,57.60365302294901,14.736517999999998,3,2
J080929.53+343540.8.jpg,122.37308522006052,34.594693690459465,10.574132,1,2
J105021.59+412750.5.jpg,162.5899644643811,41.46404302902428,16.361338,3,2
J011703.59+000027.4.jpg,19.26496300961905,0.007614730075739656,5.7649813,2,2
J151930.16+493023.1.jpg,229.87569152961868,49.506455789456425,5.490435,3,2
J084907.87+072223.1.jpg,132.28281764226315,7.373102952926213,15.477695,3,2
J144733.17-013844.3.jpg,221.88826189328918,-1.6456510793377528,12.075812,2,2
J000628.86-004702.9.jpg,1.6203035234600076,-0.7841777919761691,5.3236675,1,2
J101559.94+045717.1.jpg,153.99976919247985,4.954755785251419,6.1747879999999995,2,2
J121049.28+443045.3.jpg,182.7053543256541,44.51260559314943,11.856368,1,2
J155456.64+390041.3.jpg,238.7360546988052,39.011479198434856,7.916837700000001,3,2
J225239.26-091604.0.jpg,343.16360011652665,-9.267818902325782,18.509815,2,2
J165815.50+392329.3.jpg,254.564574768755,39.39146353263809,12.483024,3,2
J114428.59+104701.6.jpg,176.11913006675044,10.783775270446922,33.213467,3,2
J133337.89+581811.9.jpg,203.4078921859998,58.30329879793233,10.145617,3,2
J142910.65+021713.2.jpg,217.2943810542744,2.287015852060488,19.61834,2,2
J122137.48+582947.9.jpg,185.40621422876583,58.49665915096491,14.915278,3,2
J024606.79-073803.6.jpg,41.528328459667705,-7.634370206901523,11.856368,3,2
J113040.20+503704.6.jpg,172.66753987345268,50.617949388781824,8.957146,1,2
J102445.11+062448.3.jpg,156.18799884201513,6.413435096153604,8.844737,2,2
J103148.03+633927.8.jpg,157.95017956578027,63.657765465660745,13.1428,1,2
J073353.49+370137.9.jpg,113.47227482579528,37.02590457703929,24.948637,3,2
J170758.22+344906.7.jpg,256.992605894584,34.818539323050224,10.275855,3,2
J024122.86-085959.3.jpg,40.34526330789944,-8.999837750132368,9.323244,2,2
J113711.36+540745.7.jpg,174.29735743591252,54.1293865335869,10.394143,2,2
J080234.77+402516.5.jpg,120.64487587866712,40.421278714064655,14.320828,2,2
J133823.75+572002.0.jpg,204.5990153363574,57.33387481416611,12.130901,1,2
J152504.01+482725.8.jpg,231.26671903069737,48.45716056804838,12.845367,1,2
J144221.27+031615.0.jpg,220.58867652650247,3.2708424381553503,14.83565,3,2
J131008.40+503040.5.jpg,197.5350240233171,50.511293674955255,20.77379,3,2
J142722.48+033435.3.jpg,216.84370373200198,3.5764898295182808,22.765715,1,2
J082732.07+360843.5.jpg,126.88367356366764,36.14543606417147,13.209347,1,2
J084719.50+311054.3.jpg,131.83127978366682,31.18176940028384,12.845367,3,2
J115140.69+675041.9.jpg,177.91953373416425,67.84497928677575,6.9838375999999975,1,2
J010107.78+005127.7.jpg,15.282417317032973,0.8577190161475999,8.126783999999999,2,2
J103321.76+024049.2.jpg,158.34067843403014,2.6803211151439656,11.00632,1,2
J161235.22+292154.2.jpg,243.14678379705362,29.365077193547496,33.653008,2,2
J031100.77-082528.3.jpg,47.75321527947123,-8.424555749017168,7.6747679999999985,1,2
J162412.39+300947.9.jpg,246.0507635994345,30.162261410957928,25.09182,3,2
J112407.56+005818.7.jpg,171.0315419999348,0.971880136444396,20.30366,1,2
J090229.38+032305.9.jpg,135.62244953151335,3.38500473256436,10.8189745,1,2
J131206.42+444042.9.jpg,198.026790154639,44.67858534638402,21.254805,1,2
J141701.67+002837.4.jpg,214.2570159148036,0.4770598616759818,15.604446,2,2
J171637.45+582442.8.jpg,259.15609672508464,58.41188560311744,25.0427,3,2
J132357.45+120233.3.jpg,200.98942639982783,12.042587739761322,7.3734,1,2
J013752.68+010234.8.jpg,24.4695167609215,1.0430224137031638,10.513791,1,2
J091455.09+043800.0.jpg,138.73062359295548,4.63401792882196,9.9290085,1,2
J083220.44+412132.0.jpg,128.08517352471102,41.35890728848628,5.2605642999999995,2,2
J110722.82+044202.0.jpg,166.8451096050902,4.700561285386219,10.583149,1,2
J132123.07+002032.7.jpg,200.3461332489349,0.3424767121715829,23.69019500000001,1,2
J105736.49+440409.0.jpg,164.4028832891087,44.07140181771671,13.601913,1,2
J023141.35-091801.6.jpg,37.92231785597718,-9.300468665514966,11.069488,1,2
J092159.79+060053.6.jpg,140.499180029747,6.014883015181386,14.736517999999998,3,2
J075430.67+254857.5.jpg,118.62784345927984,25.81598647650927,12.483024,2,2
J083122.85+491338.1.jpg,127.84525200266556,49.22727427142951,9.217144,1,2
J164108.59+402517.4.jpg,250.2858110360438,40.42151036588451,11.26117,3,2
J151104.94+041737.9.jpg,227.7706229838965,4.293822703647403,30.13395,2,2
J150543.59+442417.7.jpg,226.43166141727303,44.40490237461725,17.799644,3,2
J110509.22-004749.2.jpg,166.28840123071404,-0.7970152179216099,17.698072,1,2
J172441.94+570953.5.jpg,261.1748621924408,57.16481068880441,11.588048,3,2
J132917.91+530442.6.jpg,202.31754089594486,53.081984542573736,29.432281,2,2
J233717.64+155037.3.jpg,354.3235732734069,15.843700956465685,17.698072,3,2
J160543.61+271217.9.jpg,241.4317472379094,27.204967027743848,11.00632,1,2
J233600.19+134749.1.jpg,354.00081688848974,13.796969700094387,13.370387,2,2
J122436.87+673859.1.jpg,186.15370871179886,67.64978676895423,8.906033500000003,1,2
J082633.01+405038.5.jpg,126.63753152798456,40.84404021705666,11.455018,3,2
J021112.60-004933.1.jpg,32.801945313954214,-0.8259642416092415,13.524295,3,2
J094952.75+505151.7.jpg,147.46983570504975,50.86437877205475,17.29755,2,2
J140132.10+043656.5.jpg,210.38379688573312,4.615722907631309,9.539124,3,2
J074115.73+290804.6.jpg,115.31559217774652,29.13464976841548,9.539124,1,2
J015247.60-084320.0.jpg,28.201765407615948,-8.722414523859197,14.239107999999998,3,2
J165306.52+364050.1.jpg,253.27716245329395,36.68059602444501,9.674976,2,2
J153752.72+301020.2.jpg,234.46971143703547,30.17228336030217,10.0433035,1,2
J084324.49+080443.9.jpg,130.85298326344764,8.079695102506076,14.239107999999998,3,2
J030154.19+005148.8.jpg,45.47585218335357,0.8636000683012656,12.554666,2,2
J102543.13+105721.3.jpg,156.42973690714328,10.955958618555028,11.03955,3,2
J154355.10+441821.4.jpg,235.9796125174292,44.30595239558573,34.727764,2,2
J123440.69+442344.0.jpg,188.66955031046032,44.39554100568408,11.654552,3,2
J085523.82+005115.7.jpg,133.84928359840953,0.8543589217570013,10.574132,1,2
J135159.87+480714.2.jpg,207.99942356461887,48.12061697635654,8.0343,3,2
J102138.86+131845.5.jpg,155.4119429904031,13.312666991644207,13.29409,3,2
J131446.51+540514.6.jpg,198.6938065007353,54.08738338506089,10.334829,1,2
J015251.52-090635.0.jpg,28.21467338306695,-9.109750142691599,16.906092,3,2
J160736.58+535730.2.jpg,241.9024498887547,53.95839397704708,13.758488,3,2
J144911.58+382450.0.jpg,222.2983039917526,38.41388274055426,24.106533,3,2
J115232.63+502726.1.jpg,178.13601887033025,50.45725751781597,11.133017,2,2
J122641.88+522018.4.jpg,186.67460212507007,52.338501019265784,12.919089,3,2
J080517.60+382753.1.jpg,121.32334899408994,38.46476199837695,13.370387,3,2
J160955.44+430744.9.jpg,242.4784087398244,43.12964101425796,12.483024,3,2
J084153.06+325205.3.jpg,130.47109266157472,32.868164116924945,21.37679,3,2
J113113.44+403911.3.jpg,172.8060539084495,40.65312717972042,10.583149,3,2
J111827.39+650155.0.jpg,169.61614216533522,65.03218736929512,16.260715,3,2
J105410.07+445533.9.jpg,163.5419882149063,44.926105542306004,17.799644,3,2
J091918.89+335254.0.jpg,139.82920857250636,33.88080421589957,15.965765,2,2
J005516.88-005504.6.jpg,13.820366939918413,-0.9179590972068724,9.27499,1,2
J213833.31-065414.0.jpg,324.6388318026232,-6.903863903246234,21.01292,2,2
J085924.16+490939.9.jpg,134.8507400134427,49.16108313097053,9.985992,2,2
J142345.79+455552.3.jpg,215.94081298548093,45.93118543859474,12.471985,3,2
J014507.85-085532.7.jpg,26.282756677742015,-8.925755087935213,5.538606,1,2
J084540.59+072628.3.jpg,131.41912997671403,7.441232493016257,8.12853,2,2
J114051.78+544811.5.jpg,175.2157626040298,54.80324398528906,15.072413,3,2
J102437.92+442237.3.jpg,156.15801759510177,44.377046458979684,9.112251,2,2
J110111.31+122829.1.jpg,165.29715655685538,12.474752386351295,20.420185,3,2
J140745.18-013823.6.jpg,211.93827306962987,-1.6398683928822788,10.158915,2,2
J082519.66+391855.6.jpg,126.3319364828363,39.31543907017353,13.851007,1,2
J231536.59-004227.9.jpg,348.9052739779689,-0.7064941577181021,10.695449,1,2
J123849.36+423841.1.jpg,189.7056832315922,42.644743255954005,9.704307,1,2
J162926.76+382509.8.jpg,247.3615426841234,38.419402648401906,8.659977,1,2
J155306.11+524542.7.jpg,238.275479423932,52.76187982078702,11.856368,2,2
J231501.70+000424.0.jpg,348.7566992910993,0.07224653615162609,14.157853,1,2
J102937.09+005704.0.jpg,157.40451124741998,0.9511875050115612,9.872351,3,2
J072717.75+391708.6.jpg,111.823990866929,39.28575761201488,105.42082,3,2
J112524.81+045447.8.jpg,171.35338380857098,4.9132931722271,11.788711,3,2
J010119.47-095042.9.jpg,15.331169548960867,-9.84526923373717,15.07774,2,2
