name,new_class
J171524.48+571921.0.jpg,0
J150313.01+495104.2.jpg,2
J031416.97+005421.6.jpg,3
J100154.92+531536.3.jpg,2
J141817.61+404833.3.jpg,2
J143807.50+362726.8.jpg,3
J141004.14+580221.5.jpg,0
J013317.71+131956.0.jpg,3
J104121.14+061644.2.jpg,3
J082241.68+041940.2.jpg,0
J100847.59-001613.0.jpg,1
J165547.13+391837.8.jpg,3
J024506.15-085251.4.jpg,2
J080252.92+255255.6.jpg,1
J094953.09+385424.0.jpg,1
J142900.30+605003.9.jpg,2
J095637.82+363610.3.jpg,2
J014506.83-085719.2.jpg,3
J102644.46+081055.5.jpg,2
J033344.07-003138.1.jpg,0
J103807.39+124030.0.jpg,0
J163216.20+371403.9.jpg,2
J110010.39+102212.0.jpg,3
J113630.55+490752.8.jpg,0
J114003.39+411503.5.jpg,2
J123640.74+475145.3.jpg,0
J031538.62-070443.7.jpg,3
J112034.11+464928.2.jpg,0
J095035.08+044623.2.jpg,1
J143909.19+381549.2.jpg,3
J160735.35+330118.0.jpg,0
J141729.34+631710.0.jpg,0
J012858.64-005656.3.jpg,2
J145205.73+381059.2.jpg,3
J141511.26+585742.4.jpg,0
J030510.60-010431.6.jpg,3
J002927.59-001239.9.jpg,0
J084516.29+274922.9.jpg,4
J122750.61+534329.5.jpg,3
J021139.07+140830.3.jpg,0
J080856.14+385309.2.jpg,2
J114545.59+030150.9.jpg,3
J104347.40+103230.4.jpg,2
J092240.89+020641.5.jpg,3
J130516.14+494833.5.jpg,3
J123250.91+503041.0.jpg,1
J124947.76+513828.0.jpg,2
J112115.61+053550.0.jpg,2
J171020.98+224730.5.jpg,2
J104418.41+064621.9.jpg,1
J163813.74+400848.5.jpg,2
J090539.08+330024.6.jpg,3
J224624.12+004624.4.jpg,0
J144650.85+015106.8.jpg,0
J103458.32+135248.8.jpg,0
J131251.45+514151.6.jpg,2
J111720.20+022647.0.jpg,3
J104916.99+001945.5.jpg,3
J083505.97+374015.7.jpg,2
J082319.61+292733.5.jpg,3
J104924.86-002547.5.jpg,2
J164129.83+333001.1.jpg,1
J113007.72+440743.0.jpg,2
J152329.00-012701.5.jpg,2
J082900.51+390113.5.jpg,3
J143201.89-015837.3.jpg,3
J081559.08+231158.5.jpg,2
J074910.30+331301.6.jpg,0
J150204.02+421101.7.jpg,3
J153048.74-013558.3.jpg,2
J085747.31-001159.8.jpg,3
J112816.21+041938.2.jpg,0
J100207.04+030327.6.jpg,2
J092209.14+335403.0.jpg,0
J103544.07+455453.7.jpg,0
J152145.47+481616.8.jpg,2
J093927.04+382547.8.jpg,3
J223354.27-081949.8.jpg,3
J134952.60+020440.0.jpg,2
J103508.99+444557.5.jpg,1
J120532.13+513016.4.jpg,3
J151217.98+020157.1.jpg,1
J222708.42-004337.7.jpg,1
J091202.20+474548.2.jpg,0
J101902.43+382229.0.jpg,2
J085629.23+294003.8.jpg,2
J152140.62+333332.3.jpg,0
J085956.60+491134.7.jpg,2
J033009.52-053117.9.jpg,2
J163743.75+251514.9.jpg,2
J093649.99+114503.6.jpg,3
J134704.35+110622.5.jpg,2
J141954.49+515340.3.jpg,3
J085359.30+444453.9.jpg,0
J172227.91+570950.6.jpg,0
J154623.23+022134.3.jpg,1
J110948.36+032408.2.jpg,2
J085305.85+090153.6.jpg,0
J225852.40-004255.5.jpg,2
J220955.51+124904.9.jpg,3
J024807.15-091417.8.jpg,2
J001324.73+141230.3.jpg,1
J011011.65+141255.0.jpg,3
J103429.84+393655.5.jpg,0
J010624.09-000839.0.jpg,1
J121853.40+030051.6.jpg,2
J154346.96+434727.9.jpg,3
J020853.01+004712.6.jpg,3
J152255.77-012123.1.jpg,1
J152642.40+462635.9.jpg,3
J232455.06+151919.6.jpg,2
J120937.28+130740.8.jpg,1
J090146.31+383612.0.jpg,2
J025156.12-005010.6.jpg,0
J080315.44+304747.3.jpg,2
J110504.41+593957.3.jpg,4
J101459.07+455533.4.jpg,0
J002302.79-103315.8.jpg,2
J081858.44+280059.0.jpg,2
J103139.27+034722.9.jpg,0
J122202.40+103714.9.jpg,2
J030249.04-011436.2.jpg,1
J010101.15-101808.1.jpg,1
J112652.37+503232.6.jpg,4
J143119.21+535509.6.jpg,3
J075318.07+282542.8.jpg,2
J102309.58+121422.2.jpg,2
J092238.37+504554.2.jpg,3
J225026.04+145510.5.jpg,2
J015850.79-093513.6.jpg,3
J074436.48+380239.9.jpg,3
J084604.93+535939.7.jpg,0
J104320.56+404710.8.jpg,1
J100307.84+000242.6.jpg,0
J120748.55+540220.0.jpg,1
J143103.01+553208.0.jpg,0
J002337.68-003035.2.jpg,0
J093803.87+424248.8.jpg,2
J075703.91+330459.8.jpg,0
J155434.53+533646.4.jpg,0
J163028.80+393733.8.jpg,2
J110130.90+031508.2.jpg,3
J083312.54+410541.4.jpg,0
J150145.24+000030.5.jpg,0
J153838.49+365730.0.jpg,2
J164947.28+230419.3.jpg,2
J033957.86-061215.1.jpg,2
J110137.59+461755.6.jpg,2
J204830.85-011410.5.jpg,2
J125541.52+024248.5.jpg,0
J090933.10+501659.0.jpg,3
J102841.98+490418.6.jpg,2
J123249.89+031756.9.jpg,3
J023240.17+001536.2.jpg,1
J104454.42+512930.0.jpg,3
J014637.12-082210.3.jpg,0
J112845.84+583536.5.jpg,2
J160948.09+300837.9.jpg,0
J090434.16+412352.1.jpg,2
J100303.74+125659.8.jpg,2
J131106.27+463755.5.jpg,3
J010704.75+133524.0.jpg,2
J075004.39+342845.5.jpg,2
J080239.02+344635.2.jpg,2
J135918.84+580530.4.jpg,0
J153138.86+351649.6.jpg,2
J112838.65+573954.5.jpg,0
J011725.37-002024.8.jpg,2
J092518.66+553515.4.jpg,0
J013854.76+150117.7.jpg,0
J145216.06-001737.0.jpg,0
J113057.91-010851.1.jpg,1
J111313.28+553320.8.jpg,3
J080412.67+395742.5.jpg,1
J103114.24+430814.8.jpg,3
J115346.19+102417.0.jpg,3
J135828.52-014116.9.jpg,0
J212927.50+000158.4.jpg,2
J135159.68+022811.7.jpg,1
J144850.43+574615.0.jpg,1
J125436.20+621344.4.jpg,0
J030828.51+002315.1.jpg,3
J130800.19+150102.1.jpg,3
J100546.90+021435.9.jpg,0
J033242.65+010113.1.jpg,1
J153812.84+394400.2.jpg,3
J033033.46-064315.6.jpg,1
J011407.17-102152.9.jpg,3
J154138.32+341130.0.jpg,2
J173159.20+595817.9.jpg,0
J110925.31-000551.7.jpg,2
J110610.00+031913.9.jpg,0
J140321.97+471014.6.jpg,2
J112542.06+655438.5.jpg,2
J222700.94-081847.0.jpg,3
J155703.01+481006.1.jpg,1
J112215.39+671318.5.jpg,0
J152945.00+425507.1.jpg,2
J101746.00+104355.2.jpg,0
J092839.42+551035.0.jpg,0
J142533.98-030131.7.jpg,3
J151132.85+014655.3.jpg,0
J094512.44+534112.6.jpg,2
J110856.42+002657.8.jpg,0
J101209.54+060421.4.jpg,2
J093249.25+622012.3.jpg,2
J105438.04+472813.0.jpg,0
J134939.77+474907.9.jpg,2
J080726.40+390058.3.jpg,2
J112014.12+500131.0.jpg,0
J025246.10-083615.7.jpg,0
J113850.21+573022.8.jpg,2
J114519.52-023457.0.jpg,0
J091032.93+013556.0.jpg,0
J101312.29+123927.0.jpg,3
J163309.59+345534.7.jpg,2
J092934.63+451708.5.jpg,4
J020851.35+132148.9.jpg,2
J100431.82+380021.7.jpg,3
J133102.60+112200.5.jpg,0
J092829.44+073415.1.jpg,2
J014657.10-103204.2.jpg,3
J114728.54+502552.9.jpg,3
J111226.69+451554.0.jpg,4
